UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT,DISTNCED,DSTNCED1,DSTNCED2,DSTNCED3
441593,1,0,-2,0,1,0,1,9,0,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,2,3,3,3,3,3,1,2,"R",2,"R",19,"R",1,"R",7,"R",1,"R",7,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,1,1,1,1,1,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",1,"R",7,"R",8,"R",21,"R",8,"R",8,"R",0,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
441609,0,1,0,0,0,0,4,-2,-2,80,0,0,0,0,1,0,0,0,0,0,0,0,2,3,3,3,3,1,3,3,3,3,1,"R",21,"Z",0,"R",18,"Z",0,"R",14,"Z",0,"R",0,"Z",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",250,"A",.,1,1,2,2,2,2,-2,-2,2,1,"R",95,1,"R",21,"R",0,"R",3000,"A",.,2,"R",14,"Z",0,"R",14,"R",21,"R",18,"R",14,"R",0,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441618,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441627,0,1,-2,0,0,0,3,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,7,"R",100,"A",.,1,2,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441636,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,1,0,0,0,0,0,0,0,0,2,1,3,1,3,1,1,3,1,3,2,"R",10,"R",23,"R",9,"R",18,"R",1,"R",7,"R",8,"R",11,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",85,"A",.,1,1,-2,1,1,-2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",9,"R",18,"R",27,"R",33,"R",27,"R",8,"R",19,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441645,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,7,"R",50,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441663,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,0,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",25,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441672,1,0,-2,0,0,1,1,2,0,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,1,1,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,1,0,1,"A",.,2 ,0 ,0 ,1
441681,1,0,-2,0,0,0,3,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",30,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0,1,"A",.,2 ,0 ,0 ,1
441690,0,1,0,0,0,0,4,-2,-2,99,1,0,1,0,1,0,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",45,"R",50,1,1,1,1,1,1,-2,-2,2,1,"R",22,3,"A",.,"R",3440,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441706,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,"R",25,"A",.,1,1,-2,2,2,-2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441742,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,1,3,2,3,3,3,1,1,"R",57,"R",428,"R",57,"R",428,"R",40,"R",287,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,6,"R",0,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",40,"R",287,"R",327,"R",485,"R",485,"R",327,"R",0,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
441751,1,0,-2,0,0,0,2,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,2,"R",0,"A",.,1,1,-2,2,2,-2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,1,0,1,"A",.,2 ,0 ,0 ,1
441760,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
441779,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441788,1,0,-2,0,0,0,2,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,1,"R",25,"A",.,1,1,-2,1,1,-2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441830,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441858,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,6,"R",100,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
441876,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",50,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
441894,1,1,-2,0,0,1,1,2,9,-2,1,1,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,7,"R",0,"A",.,2,2,2,1,1,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0,1,"A",.,2 ,0 ,0 ,1
441900,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1,2,3,3,2,3,3,2,"R",364,"R",984,"R",191,"R",471,"R",53,"R",124,"R",37,"R",88,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",30,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",90,"R",212,"R",302,"R",1348,"R",662,"R",177,"R",125,1,0,1,1,0,1,"A",.,2 ,1 ,0 ,0
441919,1,1,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,7,"R",100,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0,1,"A",.,2 ,1 ,0 ,0
441928,0,1,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",100,"A",.,1,1,-2,1,1,-2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
441937,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3,1,1,3,3,2,3,3,1,"R",2122,"R",4470,"R",1040,"R",2508,"R",149,"R",453,"R",7,"R",8,1,"R",555,"R",90,"R",182,"R",30,"R",440,"R",540,"R",430,"R",540,"B",.,"B",.,"R",18,"R",23,"R",18,"R",23,"R",17,"R",23,"B",.,"B",.,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",55,"R",55,1,1,1,1,1,1,-2,-2,1,1,"R",820,1,"R",19,"R",9160,"R",4300,"A",.,2,"R",156,"R",461,"R",617,"R",6592,"R",3548,"R",602,"R",15,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
441955,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,3,3,1,3,3,3,3,1,3,2,"R",175,"R",46,"R",144,"R",34,"R",49,"R",7,"R",11,"R",4,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"B",.,"A",.,1,1,2,1,1,2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",60,"R",11,"R",71,"R",221,"R",178,"R",56,"R",15,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
441964,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,3,3,1,3,3,3,3,1,3,2,"R",173,"R",31,"R",133,"R",27,"R",37,"R",8,"R",13,"R",3,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"B",.,"A",.,1,1,2,1,1,2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",50,"R",11,"R",61,"R",204,"R",160,"R",45,"R",16,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
441973,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,2,2,1,3,3,3,3,1,3,1,"R",84,"R",82,"R",83,"R",80,"R",62,"R",60,"R",21,"R",20,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",50,"A",.,1,1,2,1,1,2,-2,-2,2,1,"R",84,3,"A",.,"R",10428,"A",.,"A",.,2,"R",83,"R",80,"R",163,"R",166,"R",163,"R",122,"R",41,1,0,0,1,0,2,"R",4,2 ,1 ,0 ,0
441982,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,1,1,3,1,2,3,2,"R",596,"R",185,"R",78,"R",72,"R",46,"R",35,"R",0,"R",0,2,"R",75,"R",91,"R",31,"R",38,"R",700,"R",775,"R",725,"R",790,"R",680,"R",760,"R",33,"R",34,"R",32,"R",35,"R",33,"R",36,"R",8,"R",10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",80,"A",.,1,1,2,2,2,2,-2,-2,2,1,"R",350,1,"R",19,"R",9000,"R",5500,"A",.,1,"R",46,"R",35,"R",81,"R",781,"R",150,"R",81,"R",0,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
442037,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,6,"R",0,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,1,0,1,"A",.,2 ,0 ,0 ,1
