UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT,DISTNCED,DSTNCED1,DSTNCED2,DSTNCED3
144892,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,0,0,0,2,1,3,1,2,2,3,1,1,3,2,"R",3155,"R",4726,"R",1864,"R",3015,"R",508,"R",821,"R",4,"R",0,2,"Z",0,"Z",0,"R",1323,"R",99,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19,"R",24,"R",19,"R",24,"R",17,"R",24,"B",.,"B",.,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126,1,"R",30,"R",30,1,1,1,1,1,1,-2,-2,1,1,"R",4672,1,"R",15,"A",.,"A",.,"R",9358,2,"R",512,"R",821,"R",1333,"R",7881,"R",4879,"R",1329,"R",4,1,1,1,1,0,1,"A",.,2 ,1 ,1 ,0
144944,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,2,"R",5,2 ,1 ,0 ,0
144962,0,1,1,0,0,0,4,-2,-2,76,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,2,2,3,1,1,3,2,"R",1178,"R",1524,"R",837,"R",1103,"R",230,"R",276,"R",0,"R",0,2,"R",41,"R",8,"R",477,"R",94,"R",450,"R",550,"R",450,"R",580,"B",.,"B",.,"R",21,"R",26,"R",20,"R",27,"R",21,"R",26,"B",.,"B",.,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,167,1,167,1,167,1,167,4,"R",0,"R",0,1,1,1,1,2,1,-2,-2,2,1,"R",1132,2,"A",.,"R",5520,"R",3592,"A",.,2,"R",230,"R",276,"R",506,"R",2702,"R",1940,"R",506,"R",0,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
144971,0,1,0,0,0,0,4,-2,-2,61,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,2,1,3,1,1,3,2,"R",430,"R",530,"R",265,"R",386,"R",57,"R",81,"R",0,"R",0,2,"R",3,"R",8,"R",135,"R",92,"R",565,"R",665,"R",530,"R",650,"R",565,"R",585,"R",19,"R",26,"R",18,"R",25,"R",18,"R",25,"B",.,"B",.,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,354,1,195,1,195,1,195,1,"R",0,"A",.,1,1,2,1,2,2,-2,-2,2,1,"R",468,1,"R",20,"R",4500,"R",4340,"A",.,2,"R",57,"R",81,"R",138,"R",960,"R",651,"R",138,"R",0,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
145099,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",100,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
145239,1,1,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,1,3,3,3,2,3,3,2,"R",98,"R",391,"R",56,"R",271,"R",10,"R",64,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",50,"A",.,1,1,-2,2,2,-2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",10,"R",64,"R",74,"R",489,"R",327,"R",74,"R",0,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
145275,0,1,1,0,0,0,4,-2,-2,71,0,0,0,0,0,1,1,0,0,1,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,4,"A",.,"R",75,2,2,1,2,2,1,-2,-2,2,1,"R",184,1,"R",14,"R",3650,"R",3000,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,-2,"A",.,2 ,0 ,1 ,0
145309,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
145336,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",25,"R",50,1,2,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,1,0,1,"A",.,2 ,1 ,1 ,0
145354,0,1,-2,0,0,0,3,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,3,1,3,1,2,3,2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,1,"R",30,"A",.,1,1,-2,1,2,-2,-2,-2,2,1,"R",12,3,"A",.,"C",6300,"A",.,"A",.,2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,1,1,0,1,0,1,"A",.,2 ,0 ,0 ,1
145372,0,1,0,0,0,0,4,-2,-2,64,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,2,2,2,2,1,1,3,2,"R",870,"R",853,"R",556,"R",576,"R",150,"R",127,"R",0,"R",0,2,"R",64,"R",19,"R",268,"R",81,"R",432,"R",550,"R",515,"R",595,"R",400,"R",570,"R",19,"R",25,"R",18,"R",26,"R",17,"R",25,"B",.,"B",.,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,195,1,195,1,195,1,195,4,"R",25,"R",30,1,1,1,1,1,1,-2,-2,2,1,"R",801,2,"A",.,"R",3776,"R",4032,"A",.,2,"R",150,"R",127,"R",277,"R",1723,"R",1132,"R",277,"R",0,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
145406,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,7,"R",0,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
145424,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",50,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
145433,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",50,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
145460,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",50,"R",100,1,1,1,1,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
145497,0,1,1,0,0,1,4,-2,-2,80,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,1,2,1,2,1,1,3,2,"R",42,"R",386,"R",34,"R",364,"R",28,"R",313,"R",0,"Z",0,2,"R",248,"R",71,"R",93,"R",27,"R",470,"R",600,"R",440,"R",550,"R",460,"R",570,"R",18,"R",24,"R",18,"R",27,"R",16,"R",23,"B",.,"B",.,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",100,"R",100,1,1,1,1,2,2,-2,-2,2,1,"R",250,1,"R",21,"R",5710,"R",4790,"A",.,2,"R",28,"R",313,"R",341,"R",428,"R",398,"R",341,"Z",0,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
145521,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
145558,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,0,1,1,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"A",.,"R",100,2,2,1,2,2,1,1,1,2,1,"R",240,3,"A",.,"R",10171,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,-2,"A",.,2 ,0 ,1 ,0
145600,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,0,2,1,1,1,1,2,3,1,1,3,2,"R",6622,"R",7981,"R",4668,"R",5759,"R",1528,"R",1551,"R",16,"R",9,2,"R",192,"R",6,"R",2979,"R",99,"R",490,"R",600,"R",510,"R",640,"B",.,"B",.,"R",21,"R",26,"R",21,"R",27,"R",22,"R",27,"B",.,"B",.,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,122,1,122,1,122,1,"R",50,"R",60,1,1,1,1,1,1,1,1,1,1,"R",3718,1,"R",21,"R",7946,"R",2937,"A",.,2,"R",1544,"R",1560,"R",3104,"R",14603,"R",10427,"R",3079,"R",25,1,1,0,1,0,1,"A",.,2 ,1 ,1 ,0
145619,0,1,1,0,0,0,4,-2,-2,30,1,0,1,0,1,1,1,0,0,1,0,0,2,1,3,1,3,1,3,1,1,3,2,"R",1015,"R",1093,"R",687,"R",778,"R",280,"R",344,"R",4,"R",7,2,"R",0,"R",0,"R",581,"R",91,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19,"R",25,"R",19,"R",26,"R",19,"R",26,"R",7,"R",8,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,359,1,359,1,359,1,359,1,"R",40,"R",40,1,1,1,1,1,1,-2,-2,2,1,"R",908,2,"A",.,"R",5680,"R",2600,"A",.,2,"R",284,"R",351,"R",635,"R",2108,"R",1465,"R",624,"R",11,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
145628,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"A",.,"A",.,2,2,2,2,2,2,1,1,2,1,"R",200,1,"R",11,"A",.,"A",.,"R",9504,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,-2,"A",.,2 ,0 ,0 ,1
145637,1,1,1,0,0,1,1,2,0,-2,0,0,0,1,1,0,1,1,0,1,1,0,2,2,2,1,1,3,3,1,1,3,2,"R",18499,"R",14704,"R",11167,"R",9549,"R",4116,"R",3205,"R",7,"R",1,2,"R",2048,"R",28,"R",5756,"R",79,"R",560,"R",670,"R",700,"R",780,"R",580,"R",670,"R",26,"R",31,"R",26,"R",32,"R",26,"R",33,"R",8,"R",9,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107,1,"R",50,"R",70,1,1,1,1,1,1,1,1,1,1,"R",16241,2,"A",.,"A",.,"A",.,"R",10636,1,"R",4123,"R",3206,"R",7329,"R",33203,"R",20716,"R",7321,"R",8,1,1,1,1,0,2,"R",4,2 ,1 ,1 ,0
145646,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1,1,3,2,"R",1484,"R",2072,"R",882,"R",1194,"R",255,"R",274,"R",0,"R",0,2,"R",80,"R",15,"R",470,"R",89,"R",510,"R",620,"R",570,"R",740,"B",.,"B",.,"R",25,"R",30,"R",25,"R",31,"R",25,"R",30,"B",.,"B",.,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,167,1,167,1,167,1,167,4,"R",0,"A",.,1,1,2,1,2,2,-2,-2,2,1,"R",1709,1,"R",19,"R",5752,"R",3384,"A",.,2,"R",255,"R",274,"R",529,"R",3556,"R",2076,"R",529,"R",0,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
145682,1,1,-2,1,1,0,1,4,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
145691,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,2,2,2,3,3,1,3,2,"R",1277,"R",1283,"R",753,"R",816,"R",140,"R",130,"R",0,"R",0,2,"R",27,"R",10,"R",230,"R",85,"R",410,"R",540,"R",410,"R",580,"R",420,"R",510,"R",19,"R",25,"R",18,"R",26,"R",18,"R",25,"B",.,"B",.,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,182,1,182,1,182,1,182,1,"R",0,"R",0,1,1,2,1,2,1,-2,-2,2,1,"R",904,1,"R",19,"R",4700,"R",4140,"A",.,2,"R",140,"R",130,"R",270,"R",2560,"R",1569,"R",270,"R",0,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
145707,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
145725,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,0,1,1,0,2,2,2,1,2,1,3,1,1,3,2,"R",2051,"R",789,"R",1150,"R",468,"R",356,"R",109,"R",0,"R",0,2,"R",126,"R",27,"R",345,"R",74,"R",520,"R",640,"R",640,"R",740,"R",520,"R",640,"R",25,"R",30,"R",24,"R",31,"R",26,"R",33,"B",.,"B",.,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,170,1,170,1,170,1,"R",0,"R",60,1,1,1,1,2,1,1,1,2,1,"R",2231,2,"A",.,"R",5546,"R",5258,"A",.,2,"R",356,"R",109,"R",465,"R",2840,"R",1618,"R",465,"R",0,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
145770,0,1,0,0,0,0,2,-2,-2,-2,0,0,0,0,1,1,1,1,0,1,1,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",50,"R",50,1,1,1,1,1,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
145813,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,0,2,1,2,1,1,3,3,1,1,3,2,"R",6130,"R",9224,"R",4115,"R",6467,"R",1213,"R",1765,"R",2,"R",1,2,"Z",0,"Z",0,"R",2965,"R",99,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22,"R",26,"R",21,"R",26,"R",21,"R",26,"B",.,"B",.,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,123,1,123,1,123,1,123,1,"R",40,"R",40,1,1,1,1,1,1,1,2,1,1,"R",5901,2,"A",.,"R",5152,"R",4688,"A",.,2,"R",1215,"R",1766,"R",2981,"R",15354,"R",10582,"R",2978,"R",3,1,1,0,1,0,1,"A",.,2 ,1 ,1 ,0
